OID_,Join_Count,TARGET_FID,FID_1,STATEFP10,PLACEFP10,PLACENS10,GEOID10,NAME10,NAMELSAD10,STATEFP,COUNTYFP,COUNTYNS,GEOID,COUNTY_NAME
906,1,905,906,06,53602,02628770,0653602,Old Station,Old Station CDP,06,089,01682610,06089,Shasta
907,1,906,907,06,25296,02410532,0625296,Fortuna,Fortuna city,06,023,01681908,06023,Humboldt
908,1,907,908,06,23910,02410497,0623910,Ferndale,Ferndale city,06,023,01681908,06023,Humboldt
909,1,908,909,06,23042,02410463,0623042,Eureka,Eureka city,06,023,01681908,06023,Humboldt
910,1,909,910,06,08172,02407902,0608172,Bret Harte,Bret Harte CDP,06,099,00277314,06099,Stanislaus
911,1,910,911,06,07162,02409868,0607162,Blue Lake,Blue Lake city,06,023,01681908,06023,Humboldt
912,1,911,912,06,02476,02409723,0602476,Arcata,Arcata city,06,023,01681908,06023,Humboldt
913,1,912,913,06,09353,02407935,0609353,Bystrom,Bystrom CDP,06,099,00277314,06099,Stanislaus
914,1,913,914,06,81666,02412142,0681666,Vallejo,Vallejo city,06,095,00277312,06095,Solano
915,1,914,915,06,81554,02412139,0681554,Vacaville,Vacaville city,06,095,00277312,06095,Solano
916,1,915,916,06,75630,02411995,0675630,Suisun City,Suisun City city,06,095,00277312,06095,Solano
917,1,916,917,06,60984,02410955,0660984,Rio Vista,Rio Vista city,06,095,00277312,06095,Solano
918,1,917,918,06,18695,02408652,0618695,Del Rio,Del Rio CDP,06,099,00277314,06099,Stanislaus
919,1,918,919,06,23182,02410474,0623182,Fairfield,Fairfield city,06,095,00277312,06095,Solano
920,1,919,920,06,19402,02410343,0619402,Dixon,Dixon city,06,095,00277312,06095,Solano
921,1,920,921,06,05290,02409833,0605290,Benicia,Benicia city,06,095,00277312,06095,Solano
922,1,921,922,06,18856,02408657,0618856,Denair,Denair CDP,06,099,00277314,06099,Stanislaus
923,1,922,923,06,46898,02411080,0646898,Merced,Merced city,06,047,00277288,06047,Merced
924,1,923,924,06,44028,02410878,0644028,Los Banos,Los Banos city,06,047,00277288,06047,Merced
925,1,924,925,06,42006,02410850,0642006,Livingston,Livingston city,06,047,00277288,06047,Merced
926,1,925,926,06,20907,02408714,0620907,East Oakdale,East Oakdale CDP,06,099,00277314,06099,Stanislaus
927,1,926,927,06,31568,02410677,0631568,Gustine,Gustine city,06,047,00277288,06047,Merced
928,1,927,928,06,19612,02410348,0619612,Dos Palos,Dos Palos city,06,047,00277288,06047,Merced
929,1,928,929,06,03162,02409752,0603162,Atwater,Atwater city,06,047,00277288,06047,Merced
930,1,929,930,06,29392,02628801,0629392,Gerber,Gerber CDP,06,103,01692767,06103,Tehama
931,1,930,931,06,02420,02407755,0602420,Arbuckle,Arbuckle CDP,06,011,01675902,06011,Colusa
932,1,931,932,06,14554,02582979,0614554,College City,College City CDP,06,011,01675902,06011,Colusa
933,1,932,933,06,22622,02408081,0622622,Empire,Empire CDP,06,099,00277314,06099,Stanislaus
934,1,933,934,06,44140,02408138,0644140,Los Molinos,Los Molinos CDP,06,103,01692767,06103,Tehama
935,1,934,935,06,30882,02408324,0630882,Grayson,Grayson CDP,06,099,00277314,06099,Stanislaus
936,1,935,936,06,45512,02408168,0645512,Manton,Manton CDP,06,103,01692767,06103,Tehama
937,1,936,937,06,47794,02408836,0647794,Mineral,Mineral CDP,06,103,01692767,06103,Tehama
938,1,937,938,06,59604,02409139,0659604,Rancho Tehama Reserve,Rancho Tehama Reserve CDP,06,103,01692767,06103,Tehama
939,1,938,939,06,56042,02628772,0656042,Paskenta,Paskenta CDP,06,103,01692767,06103,Tehama
940,1,939,940,06,82786,02628796,0682786,Vina,Vina CDP,06,103,01692767,06103,Tehama
941,1,940,941,06,40536,02628748,0640536,Las Flores,Las Flores CDP,06,103,01692767,06103,Tehama
942,1,941,942,06,33504,02408380,0633504,Hickman,Hickman CDP,06,099,00277314,06099,Stanislaus
943,1,942,943,06,58814,02628780,0658814,Proberta,Proberta CDP,06,103,01692767,06103,Tehama
944,1,943,944,06,05276,02628710,0605276,Bend,Bend CDP,06,103,01692767,06103,Tehama
945,1,944,945,06,39460,02628747,0639460,Lake California,Lake California CDP,06,103,01692767,06103,Tehama
946,1,945,946,06,56196,02628773,0656196,Paynes Creek,Paynes Creek CDP,06,103,01692767,06103,Tehama
947,1,946,947,06,38422,02408477,0638422,Keyes,Keyes CDP,06,099,00277314,06099,Stanislaus
948,1,947,948,06,60592,02628783,0660592,Richfield,Richfield CDP,06,103,01692767,06103,Tehama
949,1,948,949,06,24568,02628732,0624568,Flournoy,Flournoy CDP,06,103,01692767,06103,Tehama
950,1,949,950,06,42230,02583059,0642230,Lodoga,Lodoga CDP,06,011,01675902,06011,Colusa
951,1,950,951,06,61106,02409187,0661106,Riverdale Park,Riverdale Park CDP,06,099,00277314,06099,Stanislaus
952,1,951,952,06,31288,02583030,0631288,Grimes,Grimes CDP,06,011,01675902,06011,Colusa
953,1,952,953,06,46338,02583074,0646338,Maxwell,Maxwell CDP,06,011,01675902,06011,Colusa
954,1,953,954,06,58758,02583118,0658758,Princeton,Princeton CDP,06,011,01675902,06011,Colusa
955,1,954,955,06,64210,02409237,0664210,Salida,Salida CDP,06,099,00277314,06099,Stanislaus
956,1,955,956,06,71084,02409311,0671084,Shackelford,Shackelford CDP,06,099,00277314,06099,Stanislaus
957,1,956,957,06,84480,02409574,0684480,Westley,Westley CDP,06,099,00277314,06099,Stanislaus
958,1,957,958,06,84578,02409556,0684578,West Modesto,West Modesto CDP,06,099,00277314,06099,Stanislaus
959,1,958,959,06,17428,02582988,0617428,Crows Landing,Crows Landing CDP,06,099,00277314,06099,Stanislaus
960,1,959,960,06,19155,02582995,0619155,Diablo Grande,Diablo Grande CDP,06,099,00277314,06099,Stanislaus
961,1,960,961,06,81792,02583174,0681792,Valley Home,Valley Home CDP,06,099,00277314,06099,Stanislaus
962,1,961,962,06,00535,02583084,0600535,Airport,Airport CDP,06,099,00277314,06099,Stanislaus
963,1,962,963,06,55728,02628771,0655728,Parklawn,Parklawn CDP,06,099,00277314,06099,Stanislaus
964,1,963,964,06,16762,02628723,0616762,Cowan,Cowan CDP,06,099,00277314,06099,Stanislaus
965,1,964,965,06,48916,02628759,0648916,Monterey Park Tract,Monterey Park Tract CDP,06,099,00277314,06099,Stanislaus
966,1,965,966,06,63168,02628786,0663168,Rouse,Rouse CDP,06,099,00277314,06099,Stanislaus
967,1,966,967,06,07525,02407885,0607525,Bootjack,Bootjack CDP,06,043,00277286,06043,Mariposa
968,1,967,968,06,45932,02408181,0645932,Mariposa,Mariposa CDP,06,043,00277286,06043,Mariposa
969,1,968,969,06,86912,02409638,0686912,Yosemite Valley,Yosemite Valley CDP,06,043,00277286,06043,Mariposa
970,1,969,970,06,08716,02582952,0608716,Buck Meadows,Buck Meadows CDP,06,043,00277286,06043,Mariposa
971,1,970,971,06,12062,02582968,0612062,Catheys Valley,Catheys Valley CDP,06,043,00277286,06043,Mariposa
972,1,971,972,06,16644,02582984,0616644,Coultervillle,Coultervillle CDP,06,043,00277286,06043,Mariposa
973,1,972,973,06,22328,02583008,0622328,El Portal,El Portal CDP,06,043,00277286,06043,Mariposa
974,1,973,974,06,24218,02583013,0624218,Fish Camp,Fish Camp CDP,06,043,00277286,06043,Mariposa
975,1,974,975,06,30900,02583028,0630900,Greeley Hill,Greeley Hill CDP,06,043,00277286,06043,Mariposa
976,1,975,976,06,47374,02583080,0647374,Midpines,Midpines CDP,06,043,00277286,06043,Mariposa
977,1,976,977,06,83766,02583183,0683766,Wawona,Wawona CDP,06,043,00277286,06043,Mariposa
978,1,977,978,06,04730,02582941,0604730,Bear Valley,Bear Valley CDP,06,043,00277286,06043,Mariposa
979,1,978,979,06,39484,02627934,0639484,Lake Don Pedro,Lake Don Pedro CDP,06,043,00277286,06043,Mariposa
980,1,979,980,06,34708,02628740,0634708,Hornitos,Hornitos CDP,06,043,00277286,06043,Mariposa
981,1,980,981,06,01228,02407729,0601228,Alpine Village,Alpine Village CDP,06,003,01675840,06003,Alpine
982,1,981,982,06,04716,02407814,0604716,Bear Valley,Bear Valley CDP,06,003,01675840,06003,Alpine
983,1,982,983,06,38646,02408489,0638646,Kirkwood,Kirkwood CDP,06,003,01675840,06003,Alpine
984,1,983,984,06,45988,02408184,0645988,Markleeville,Markleeville CDP,06,003,01675840,06003,Alpine
985,1,984,985,06,47086,02408820,0647086,Mesa Vista,Mesa Vista CDP,06,003,01675840,06003,Alpine
986,1,985,986,06,03190,02407779,0603190,Auberry,Auberry CDP,06,019,00277274,06019,Fresno
987,1,986,987,06,06728,02407849,0606728,Biola,Biola CDP,06,019,00277274,06019,Fresno
988,1,987,988,06,07750,02407895,0607750,Bowles,Bowles CDP,06,019,00277274,06019,Fresno
989,1,988,989,06,45232,02408163,0645232,Malaga,Malaga CDP,06,019,00277274,06019,Fresno
990,1,989,990,06,10816,02407954,0610816,Cantua Creek,Cantua Creek CDP,06,019,00277274,06019,Fresno
991,1,990,991,06,11614,02407976,0611614,Caruthers,Caruthers CDP,06,019,00277274,06019,Fresno
992,1,991,992,06,18674,02408651,0618674,Del Rey,Del Rey CDP,06,019,00277274,06019,Fresno
993,1,992,993,06,20928,02408041,0620928,Easton,Easton CDP,06,019,00277274,06019,Fresno
994,1,993,994,06,27014,02408265,0627014,Friant,Friant CDP,06,019,00277274,06019,Fresno
995,1,994,995,06,40116,02408570,0640116,Lanare,Lanare CDP,06,019,00277274,06019,Fresno
996,1,995,996,06,40746,02408585,0640746,Laton,Laton CDP,06,019,00277274,06019,Fresno
997,1,996,997,06,59290,02409124,0659290,Raisin City,Raisin City CDP,06,019,00277274,06019,Fresno
998,1,997,998,06,61096,02409186,0661096,Riverdale,Riverdale CDP,06,019,00277274,06019,Fresno
999,1,998,999,06,71246,02408722,0671246,Shaver Lake,Shaver Lake CDP,06,019,00277274,06019,Fresno
1000,1,999,1000,06,73794,02408799,0673794,Squaw Valley,Squaw Valley CDP,06,019,00277274,06019,Fresno
1001,1,1000,1001,06,53224,02630708,0653224,Oasis,Oasis CDP,06,065,00277297,06065,Riverside
1002,1,1001,1002,06,30944,02630600,0630944,Green Acres,Green Acres CDP,06,065,00277297,06065,Riverside
1003,1,1002,1003,06,32562,02408361,0632562,Hayfork,Hayfork CDP,06,105,00277317,06105,Trinity
1004,1,1003,1004,06,41278,02408603,0641278,Lewiston,Lewiston CDP,06,105,00277317,06105,Trinity
1005,1,1004,1005,06,83794,02409537,0683794,Weaverville,Weaverville CDP,06,105,00277317,06105,Trinity
1006,1,1005,1006,06,09150,02582954,0609150,Burnt Ranch,Burnt Ranch CDP,06,105,00277317,06105,Trinity
1007,1,1006,1007,06,14406,02582977,0614406,Coffee Creek,Coffee Creek CDP,06,105,00277317,06105,Trinity
1008,1,1007,1008,06,19724,02582999,0619724,Douglas City,Douglas City CDP,06,105,00277317,06105,Trinity
1009,1,1008,1009,06,36098,02583038,0636098,Hyampom,Hyampom CDP,06,105,00277317,06105,Trinity
1010,1,1009,1010,06,37596,02583043,0637596,Junction City,Junction City CDP,06,105,00277317,06105,Trinity
1011,1,1010,1011,06,45092,02583071,0645092,Mad River,Mad River CDP,06,105,00277317,06105,Trinity
1012,1,1011,1012,06,80476,02583167,0680476,Trinity Center,Trinity Center CDP,06,105,00277317,06105,Trinity
1013,1,1012,1013,06,80483,02611452,0680483,Trinity Village,Trinity Village CDP,06,105,00277317,06105,Trinity
1014,1,1013,1014,06,63386,02628787,0663386,Ruth,Ruth CDP,06,105,00277317,06105,Trinity
1015,1,1014,1015,06,09346,02407934,0609346,Byron,Byron CDP,06,013,01675903,06013,Contra Costa
1016,1,1015,1016,06,80266,02409347,0680266,Tranquillity,Tranquillity CDP,06,019,00277274,06019,Fresno
1017,1,1016,1017,06,14232,02407641,0614232,Clyde,Clyde CDP,06,013,01675903,06013,Contra Costa
1018,1,1017,1018,06,12412,02582972,0612412,Centerville,Centerville CDP,06,019,00277274,06019,Fresno
1019,1,1018,1019,06,17274,02407683,0617274,Crockett,Crockett CDP,06,013,01675903,06013,Contra Costa
1020,1,1019,1020,06,19150,02408668,0619150,Diablo,Diablo CDP,06,013,01675903,06013,Contra Costa
1021,1,1020,1021,06,25300,02583015,0625300,Fort Washington,Fort Washington CDP,06,019,00277274,06019,Fresno
1022,1,1021,1022,06,19339,02408672,0619339,Discovery Bay,Discovery Bay CDP,06,013,01675903,06013,Contra Costa
1023,1,1022,1023,06,06982,02407857,0606982,Black Point-Green Point,Black Point-Green Point CDP,06,041,00277285,06041,Marin
1024,1,1023,1024,06,21061,02408035,0621061,East Richmond Heights,East Richmond Heights CDP,06,013,01675903,06013,Contra Costa
1025,1,1024,1025,06,07316,02407875,0607316,Bolinas,Bolinas CDP,06,041,00277285,06041,Marin
1026,1,1025,1026,06,22454,02408062,0622454,El Sobrante,El Sobrante CDP,06,013,01675903,06013,Contra Costa
1027,1,1026,1027,06,38086,02408472,0638086,Kensington,Kensington CDP,06,013,01675903,06013,Contra Costa
1028,1,1027,1028,06,38772,02408496,0638772,Knightsen,Knightsen CDP,06,013,01675903,06013,Contra Costa
1029,1,1028,1029,06,19262,02408671,0619262,Dillon Beach,Dillon Beach CDP,06,041,00277285,06041,Marin
1030,1,1029,1030,06,36616,02408428,0636616,Inverness,Inverness CDP,06,041,00277285,06041,Marin
1031,1,1030,1031,06,49651,02408884,0649651,Mountain View,Mountain View CDP,06,013,01675903,06013,Contra Costa
1032,1,1031,1032,06,54764,02409012,0654764,Pacheco,Pacheco CDP,06,013,01675903,06013,Contra Costa
1033,1,1032,1033,06,58226,02409091,0658226,Port Costa,Port Costa CDP,06,013,01675903,06013,Contra Costa
1034,1,1033,1034,06,38114,02408473,0638114,Kentfield,Kentfield CDP,06,041,00277285,06041,Marin
1035,1,1034,1035,06,62490,02409201,0662490,Rodeo,Rodeo CDP,06,013,01675903,06013,Contra Costa
1036,1,1035,1036,06,39283,02408528,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,06,041,00277285,06041,Marin
1037,1,1036,1037,06,62700,02409202,0662700,Rollingwood,Rollingwood CDP,06,013,01675903,06013,Contra Costa
1038,1,1037,1038,06,77924,02410059,0677924,Tara Hills,Tara Hills CDP,06,013,01675903,06013,Contra Costa
1039,1,1038,1039,06,44399,02408149,0644399,Lucas Valley-Marinwood,Lucas Valley-Marinwood CDP,06,041,00277285,06041,Marin
1040,1,1039,1040,06,82842,02409517,0682842,Vine Hill,Vine Hill CDP,06,013,01675903,06013,Contra Costa
1041,1,1040,1041,06,83215,02409521,0683215,Contra Costa Centre,Contra Costa Centre CDP,06,013,01675903,06013,Contra Costa
1042,1,1041,1042,06,04470,02582940,0604470,Bayview,Bayview CDP,06,013,01675903,06013,Contra Costa
1043,1,1042,1043,06,49950,02408888,0649950,Muir Beach,Muir Beach CDP,06,041,00277285,06041,Marin
1044,1,1043,1044,06,00135,02582926,0600135,Acalanes Ridge,Acalanes Ridge CDP,06,013,01675903,06013,Contra Costa
1045,1,1044,1045,06,57960,02409084,0657960,Point Reyes Station,Point Reyes Station CDP,06,041,00277285,06041,Marin
1046,1,1045,1046,06,11915,02582967,0611915,Castle Hill,Castle Hill CDP,06,013,01675903,06013,Contra Costa
1047,1,1046,1047,06,70266,02583130,0670266,Saranap,Saranap CDP,06,013,01675903,06013,Contra Costa
1048,1,1047,1048,06,67070,02409255,0667070,San Geronimo,San Geronimo CDP,06,041,00277285,06041,Marin
1049,1,1048,1049,06,10301,02583160,0610301,Camino Tassajara,Camino Tassajara CDP,06,013,01675903,06013,Contra Costa
1050,1,1049,1050,06,71362,02583136,0671362,Shell Ridge,Shell Ridge CDP,06,013,01675903,06013,Contra Costa
1051,1,1050,1051,06,60279,02583120,0660279,Reliez Valley,Reliez Valley CDP,06,013,01675903,06013,Contra Costa
1052,1,1051,1052,06,00898,02582930,0600898,Alhambra Valley,Alhambra Valley CDP,06,013,01675903,06013,Contra Costa
1053,1,1052,1053,06,70154,02409283,0670154,Santa Venetia,Santa Venetia CDP,06,041,00277285,06041,Marin
1054,1,1053,1054,06,48718,02583085,0648718,Montalvin Manor,Montalvin Manor CDP,06,013,01675903,06013,Contra Costa
1055,1,1054,1055,06,52162,02583096,0652162,North Richmond,North Richmond CDP,06,013,01675903,06013,Contra Costa
1056,1,1055,1056,06,74172,02410001,0674172,Stinson Beach,Stinson Beach CDP,06,041,00277285,06041,Marin
1057,1,1056,1057,06,51622,02583094,0651622,Norris Canyon,Norris Canyon CDP,06,013,01675903,06013,Contra Costa
1058,1,1057,1058,06,75315,02410013,0675315,Strawberry,Strawberry CDP,06,041,00277285,06041,Marin
1059,1,1058,1059,06,68263,02583126,0668263,San Miguel,San Miguel CDP,06,013,01675903,06013,Contra Costa
1060,1,1059,1060,06,51890,02583095,0651890,North Gate,North Gate CDP,06,013,01675903,06013,Contra Costa
1061,1,1060,1061,06,00618,02407707,0600618,Alamo,Alamo CDP,06,013,01675903,06013,Contra Costa
1062,1,1061,1062,06,77805,02410054,0677805,Tamalpais-Homestead Valley,Tamalpais-Homestead Valley CDP,06,041,00277285,06041,Marin
1063,1,1062,1063,06,04415,02407808,0604415,Bay Point,Bay Point CDP,06,013,01675903,06013,Contra Costa
1064,1,1063,1064,06,06210,02407834,0606210,Bethel Island,Bethel Island CDP,06,013,01675903,06013,Contra Costa
1065,1,1064,1065,06,78890,02409330,0678890,Tomales,Tomales CDP,06,041,00277285,06041,Marin
1066,1,1065,1066,06,06928,02633169,0606928,Blackhawk,Blackhawk CDP,06,013,01675903,06013,Contra Costa
1067,1,1066,1067,06,86216,02409620,0686216,Woodacre,Woodacre CDP,06,041,00277285,06041,Marin
1068,1,1067,1068,06,11656,02407978,0611656,Casa Conejo,Casa Conejo CDP,06,111,00277320,06111,Ventura
1069,1,1068,1069,06,12669,02408010,0612669,Channel Islands Beach,Channel Islands Beach CDP,06,111,00277320,06111,Ventura
1070,1,1069,1070,06,22370,02408061,0622370,El Rio,El Rio CDP,06,111,00277320,06111,Ventura
1071,1,1070,1071,06,11600,02407973,0611600,Cartago,Cartago CDP,06,027,01804637,06027,Inyo
1072,1,1071,1072,06,46702,02408814,0646702,Meiners Oaks,Meiners Oaks CDP,06,111,00277320,06111,Ventura
1073,1,1072,1073,06,01416,02582933,0601416,Alto,Alto CDP,06,041,00277285,06041,Marin
1074,1,1073,1074,06,48046,02408839,0648046,Mira Monte,Mira Monte CDP,06,111,00277320,06111,Ventura
1075,1,1074,1075,06,18030,02408642,0618030,Darwin,Darwin CDP,06,027,01804637,06027,Inyo
1076,1,1075,1076,06,72184,02628818,0672184,Sleepy Hollow,Sleepy Hollow CDP,06,041,00277285,06041,Marin
1077,1,1076,1077,06,53116,02408964,0653116,Oak Park,Oak Park CDP,06,111,00277320,06111,Ventura
1078,1,1077,1078,06,53182,02408966,0653182,Oak View,Oak View CDP,06,111,00277320,06111,Ventura
1079,1,1078,1079,06,57372,02409077,0657372,Piru,Piru CDP,06,111,00277320,06111,Ventura
1080,1,1079,1080,06,19406,02408675,0619406,Dixon Lane-Meadow Creek,Dixon Lane-Meadow Creek CDP,06,027,01804637,06027,Inyo
1081,1,1080,1081,06,04938,02585403,0604938,Bell Canyon,Bell Canyon CDP,06,111,00277320,06111,Ventura
1082,1,1081,1082,06,46400,02583075,0646400,Mayfair,Mayfair CDP,06,019,00277274,06019,Fresno
1083,1,1082,1083,06,28021,02408270,0628021,Furnace Creek,Furnace Creek CDP,06,027,01804637,06027,Inyo
1084,1,1083,1084,06,70130,02585444,0670130,Santa Rosa Valley,Santa Rosa Valley CDP,06,111,00277320,06111,Ventura
1085,1,1084,1085,06,47822,02583082,0647822,Minkler,Minkler CDP,06,019,00277274,06019,Fresno
1086,1,1085,1086,06,70322,02585446,0670322,Saticoy,Saticoy CDP,06,111,00277320,06111,Ventura
1087,1,1086,1087,06,81925,02408400,0681925,Valley Wells,Valley Wells CDP,06,027,01804637,06027,Inyo
1088,1,1087,1088,06,39735,02585428,0639735,Lake Sherwood,Lake Sherwood CDP,06,111,00277320,06111,Ventura
1089,1,1088,1089,06,70140,02585445,0670140,Santa Susana,Santa Susana CDP,06,111,00277320,06111,Ventura
1090,1,1089,1090,06,53505,02583103,0653505,Old Fig Garden,Old Fig Garden CDP,06,019,00277274,06019,Fresno
1091,1,1090,1091,06,31372,02628856,0631372,Groveland,Groveland CDP,06,109,00277319,06109,Tuolumne
1092,1,1091,1092,06,77960,02583159,0677960,Tarpey Village,Tarpey Village CDP,06,019,00277274,06019,Fresno
1093,1,1092,1093,06,13182,02408028,0613182,Chinese Camp,Chinese Camp CDP,06,109,00277319,06109,Tuolumne
1094,1,1093,1094,06,78652,02583162,0678652,Three Rocks,Three Rocks CDP,06,019,00277274,06019,Fresno
1095,1,1094,1095,06,36350,02408418,0636350,Independence,Independence CDP,06,027,01804637,06027,Inyo
1096,1,1095,1096,06,14904,02407648,0614904,Columbia,Columbia CDP,06,109,00277319,06109,Tuolumne
1097,1,1096,1097,06,10031,02582958,0610031,Calwa,Calwa CDP,06,019,00277274,06019,Fresno
1098,1,1097,1098,06,75994,02583154,0675994,Sunnyside,Sunnyside CDP,06,019,00277274,06019,Fresno
1099,1,1098,1099,06,21188,02408039,0621188,East Sonora,East Sonora CDP,06,109,00277319,06109,Tuolumne
1100,1,1099,1100,06,37918,02408466,0637918,Keeler,Keeler CDP,06,027,01804637,06027,Inyo
1101,1,1100,1101,06,37106,02408437,0637106,Jamestown,Jamestown CDP,06,109,00277319,06109,Tuolumne
1102,1,1101,1102,06,48592,02628758,0648592,Monmouth,Monmouth CDP,06,019,00277274,06019,Fresno
1103,1,1102,1103,06,42580,02408123,0642580,Lone Pine,Lone Pine CDP,06,027,01804637,06027,Inyo
1104,1,1103,1104,06,48298,02408846,0648298,Mi-Wuk Village,Mi-Wuk Village CDP,06,109,00277319,06109,Tuolumne
1105,1,1104,1105,06,06518,02628711,0606518,Big Creek,Big Creek CDP,06,019,00277274,06019,Fresno
1106,1,1105,1106,06,48641,02408856,0648641,Mono Vista,Mono Vista CDP,06,109,00277319,06109,Tuolumne
1107,1,1106,1107,06,19440,02582997,0619440,Dogtown,Dogtown CDP,06,077,00277303,06077,San Joaquin
1108,1,1107,1108,06,84680,02628799,0684680,West Park,West Park CDP,06,019,00277274,06019,Fresno
1109,1,1108,1109,06,47013,02408819,0647013,Mesa,Mesa CDP,06,027,01804637,06027,Inyo
1110,1,1109,1110,06,56870,02633170,0656870,Phoenix Lake,Phoenix Lake CDP,06,109,00277319,06109,Tuolumne
1111,1,1110,1111,06,45820,02628816,0645820,Marin City,Marin City CDP,06,041,00277285,06041,Marin
1112,1,1111,1112,06,56798,02583111,0656798,Peters,Peters CDP,06,077,00277303,06077,San Joaquin
1113,1,1112,1113,06,53490,02408982,0653490,Olancha,Olancha CDP,06,027,01804637,06027,Inyo
1114,1,1113,1114,06,51280,02628764,0651280,Nicasio,Nicasio CDP,06,041,00277285,06041,Marin
1115,1,1114,1115,06,72772,02408758,0672772,Soulsbyville,Soulsbyville CDP,06,109,00277319,06109,Tuolumne
1116,1,1115,1116,06,54388,02409001,0654388,Oroville East,Oroville East CDP,06,007,01675842,06007,Butte
1117,1,1116,1117,06,31890,02408348,0631890,Hamilton City,Hamilton City CDP,06,021,00277275,06021,Glenn
1118,1,1117,1118,06,80763,02409362,0680763,Tuolumne City,Tuolumne City CDP,06,109,00277319,06109,Tuolumne
1119,1,1118,1119,06,56294,02409043,0656294,Pearsonville,Pearsonville CDP,06,027,01804637,06027,Inyo
1120,1,1119,1120,06,82562,02583176,0682562,Victor,Victor CDP,06,077,00277303,06077,San Joaquin
1121,1,1120,1121,06,22006,02628728,0622006,Elk Creek,Elk Creek CDP,06,021,00277275,06021,Glenn
1122,1,1121,1122,06,86230,02629783,0686230,Woodbridge,Woodbridge CDP,06,077,00277303,06077,San Joaquin
1123,1,1122,1123,06,63148,02409218,0663148,Round Valley,Round Valley CDP,06,027,01804637,06027,Inyo
1124,1,1123,1124,06,80966,02409370,0680966,Twain Harte,Twain Harte CDP,06,109,00277319,06109,Tuolumne
1125,1,1124,1125,06,02910,02628707,0602910,Artois,Artois CDP,06,021,00277275,06021,Glenn
1126,1,1125,1126,06,55086,02409019,0655086,Palermo,Palermo CDP,06,007,01675842,06007,Butte
1127,1,1126,1127,06,49582,02628761,0649582,Mountain House,Mountain House CDP,06,077,00277303,06077,San Joaquin
1128,1,1127,1128,06,12300,02582970,0612300,Cedar Ridge,Cedar Ridge CDP,06,109,00277319,06109,Tuolumne
1129,1,1128,1129,06,84928,02409578,0684928,Westwood,Westwood CDP,06,035,01693324,06035,Lassen
1130,1,1129,1130,06,71680,02408733,0671680,Shoshone,Shoshone CDP,06,027,01804637,06027,Inyo
1131,1,1130,1131,06,73178,02408768,0673178,South Oroville,South Oroville CDP,06,007,01675842,06007,Butte
1132,1,1131,1132,06,83626,02628798,0683626,Waterloo,Waterloo CDP,06,077,00277303,06077,San Joaquin
1133,1,1132,1133,06,78050,02410062,0678050,Tecopa,Tecopa CDP,06,027,01804637,06027,Inyo
1134,1,1133,1134,06,78470,02410077,0678470,Thermalito,Thermalito CDP,06,007,01675842,06007,Butte
1135,1,1134,1135,06,06336,02582944,0606336,Bieber,Bieber CDP,06,035,01693324,06035,Lassen
1136,1,1135,1136,06,80896,02583171,0680896,Tuttletown,Tuttletown CDP,06,109,00277319,06109,Tuolumne
1137,1,1136,1137,06,78568,02628795,0678568,Thornton,Thornton CDP,06,077,00277303,06077,San Joaquin
1138,1,1137,1138,06,73554,02583148,0673554,Spaulding,Spaulding CDP,06,035,01693324,06035,Lassen
1139,1,1138,1139,06,78232,02628794,0678232,Terminous,Terminous CDP,06,077,00277303,06077,San Joaquin
1140,1,1139,1140,06,84120,02409545,0684120,West Bishop,West Bishop CDP,06,027,01804637,06027,Inyo
1141,1,1140,1141,06,00156,02629758,0600156,Acampo,Acampo CDP,06,077,00277303,06077,San Joaquin
1142,1,1141,1142,06,57244,02583115,0657244,Pine Mountain Lake,Pine Mountain Lake CDP,06,109,00277319,06109,Tuolumne
1143,1,1142,1143,06,19878,02583001,0619878,Doyle,Doyle CDP,06,035,01693324,06035,Lassen
1144,1,1143,1144,06,03792,02612459,0603792,Bangor,Bangor CDP,06,007,01675842,06007,Butte
1145,1,1144,1145,06,06070,02612472,0606070,Berry Creek,Berry Creek CDP,06,007,01675842,06007,Butte
1146,1,1145,1146,06,01360,02407731,0601360,Alta Sierra,Alta Sierra CDP,06,057,01682927,06057,Nevada
1147,1,1146,1147,06,09310,02612473,0609310,Butte Creek Canyon,Butte Creek Canyon CDP,06,007,01675842,06007,Butte
1148,1,1147,1148,06,71834,02583140,0671834,Sierra Village,Sierra Village CDP,06,109,00277319,06109,Tuolumne
1149,1,1148,1149,06,39690,02408547,0639690,Lake of the Pines,Lake of the Pines CDP,06,057,01682927,06057,Nevada
1150,1,1149,1150,06,33336,02583035,0633336,Herlong,Herlong CDP,06,035,01693324,06035,Lassen
1151,1,1150,1151,06,09318,02612474,0609318,Butte Meadows,Butte Meadows CDP,06,007,01675842,06007,Butte
1152,1,1151,1152,06,39885,02408555,0639885,Lake Wildwood,Lake Wildwood CDP,06,057,01682927,06057,Nevada
1153,1,1152,1153,06,85551,02409595,0685551,Wilkerson,Wilkerson CDP,06,027,01804637,06027,Inyo
1154,1,1153,1154,06,42622,02583061,0642622,Long Barn,Long Barn CDP,06,109,00277319,06109,Tuolumne
1155,1,1154,1155,06,09324,02612475,0609324,Butte Valley,Butte Valley CDP,06,007,01675842,06007,Butte
1156,1,1155,1156,06,56140,02583109,0656140,Patton Village,Patton Village CDP,06,035,01693324,06035,Lassen
